MB	Food No.	Food Name	Anal Type	Sample Qualifier	Replicate No.	Element	Conc	Unit	Trace	LOD	LOQ	Result Qualifier and Remarks	Method	Instrument	Batch ID
200301	237	Cream cheese	O			Sodium	3290	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	237	Cream cheese	O			Zinc	4.7	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	239	"Luncheon meat, ham"	O			Cadmium	0.007	mg/kg	TR	0.003	0.01		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	239	"Luncheon meat, ham"	O	RAP	1	Calcium	65.3	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O	RAP	1	Copper	0.463	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O	RAP	1	Iron	7.64	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O			Lead	0	mg/kg		0.014	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	239	"Luncheon meat, ham"	O	RAP	1	Magnesium	189	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O	RAP	1	Manganese	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O			Nickel	0	mg/kg		0.03	0.1		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	239	"Luncheon meat, ham"	O	RAP	1	Phosphorus	2550	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O	RAP	1	Potassium	5270	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O			Selenium	0.263	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	239	"Luncheon meat, ham"	O	RAP	1	Sodium	12300	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	239	"Luncheon meat, ham"	O	RAP	1	Zinc	20.5	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Cadmium	0	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Calcium	83.1	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Copper	0.331	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Iron	4.313	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Magnesium	312	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Manganese	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	301
200301	240	"Chicken breast, oven-roasted (skin removed)"	O	RAP	4	Nickel	0	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	322
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Phosphorus	2430	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Potassium	3520	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Selenium	0.219	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Sodium	482	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	240	"Chicken breast, oven-roasted (skin removed)"	O			Zinc	8.08	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	241	"Chicken nuggets, fast-food"	O			Cadmium	0.007	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	241	"Chicken nuggets, fast-food"	O			Calcium	151	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Copper	0.562	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Iron	8.76	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	241	"Chicken nuggets, fast-food"	O			Magnesium	240	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Manganese	1.82	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	301
200301	241	"Chicken nuggets, fast-food"	O			Nickel	0.32	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	241	"Chicken nuggets, fast-food"	O			Phosphorus	2860	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Potassium	2960	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Selenium	0.108	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	241	"Chicken nuggets, fast-food"	O			Sodium	7970	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	241	"Chicken nuggets, fast-food"	O			Zinc	8.16	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	244	"Shrimp, boiled"	O			Arsenic	0.567	mg/kg		0.02	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	314
200301	244	"Shrimp, boiled"	O			Cadmium	0.006	mg/kg	TR	0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	244	"Shrimp, boiled"	O			Calcium	635	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Copper	1.67	mg/kg		0.3	1		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Iron	2.48	mg/kg	TR	0.8	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	244	"Shrimp, boiled"	O			Magnesium	212	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Manganese	0.327	mg/kg	TR	0.3	1		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Mercury	0.012	mg/kg	TR	0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	301
200301	244	"Shrimp, boiled"	O	RAP	2	Nickel	0	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	321
200301	244	"Shrimp, boiled"	O			Phosphorus	1720	mg/kg		20	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Potassium	453	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Selenium	0.088	mg/kg		0.02	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	314
200301	244	"Shrimp, boiled"	O			Sodium	5810	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	244	"Shrimp, boiled"	O			Zinc	9.56	mg/kg		0.3	1		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	248	"Bread, cracked wheat"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	248	"Bread, cracked wheat"	O			Cadmium	0.024	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	248	"Bread, cracked wheat"	O			Calcium	476	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O			Copper	2.01	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O			Iron	24.8	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	248	"Bread, cracked wheat"	O			Magnesium	655	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O			Manganese	15.6	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O	RAP	1	Nickel	0.311	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	248	"Bread, cracked wheat"	O			Phosphorus	1720	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O			Potassium	2040	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O			Selenium	0.234	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	248	"Bread, cracked wheat"	O			Sodium	4650	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	248	"Bread, cracked wheat"	O			Zinc	20.7	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	249	"Bagel, plain, toasted"	O			Arsenic	0	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	249	"Bagel, plain, toasted"	O			Cadmium	0.019	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	319
200301	249	"Bagel, plain, toasted"	O			Calcium	717	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Copper	1.24	mg/kg	TR	0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Iron	41.1	mg/kg		0.9	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	319
200301	249	"Bagel, plain, toasted"	O			Magnesium	278	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Manganese	4.66	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Nickel	0.061	mg/kg	TR	0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	319
200301	249	"Bagel, plain, toasted"	O			Phosphorus	1060	mg/kg		20	50		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Potassium	1120	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Selenium	0.208	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	249	"Bagel, plain, toasted"	O			Sodium	4900	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	249	"Bagel, plain, toasted"	O			Zinc	8.22	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Arsenic	0	mg/kg		0.02	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	250	"English muffin, plain, toasted"	O			Cadmium	0.035	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	319
200301	250	"English muffin, plain, toasted"	O			Calcium	1850	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Copper	1.24	mg/kg		0.3	1		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Iron	30	mg/kg		0.8	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Lead	0.026	mg/kg	TR	0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	319
200301	250	"English muffin, plain, toasted"	O			Magnesium	269	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Manganese	5.384	mg/kg		0.3	1		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Nickel	0.136	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	319
200301	250	"English muffin, plain, toasted"	O			Phosphorus	1180	mg/kg		20	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Potassium	1600	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Selenium	0.204	mg/kg		0.02	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	250	"English muffin, plain, toasted"	O			Sodium	5060	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	250	"English muffin, plain, toasted"	O			Zinc	8.73	mg/kg		0.3	1		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	251	"Crackers, graham"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	311
200301	251	"Crackers, graham"	O			Cadmium	0.018	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	311
200301	251	"Crackers, graham"	O	RAP	1	Calcium	2420	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O	RAP	1	Copper	1.44	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O	RAP	1	Iron	49.1	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O			Lead	0.019	mg/kg	TR	0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	311
200301	251	"Crackers, graham"	O	RAP	1	Magnesium	325	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O	RAP	1	Manganese	10	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O			Nickel	0.125	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	311
200301	251	"Crackers, graham"	O	RAP	1	Phosphorus	1990	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O	RAP	1	Potassium	2150	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O			Selenium	0.023	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	311
200301	251	"Crackers, graham"	O	RAP	1	Sodium	5370	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	251	"Crackers, graham"	O	RAP	1	Zinc	9.32	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	252	"Crackers, butter-type"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	252	"Crackers, butter-type"	O			Cadmium	0.015	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	252	"Crackers, butter-type"	O			Calcium	825	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Copper	1.08	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Iron	38.4	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	252	"Crackers, butter-type"	O			Magnesium	201	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Manganese	4.64	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Nickel	0.092	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	317
200301	252	"Crackers, butter-type"	O			Phosphorus	1710	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Potassium	1480	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Selenium	0.073	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	313
200301	252	"Crackers, butter-type"	O			Sodium	7810	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	252	"Crackers, butter-type"	O			Zinc	5.55	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	254	"Peach, canned in light/medium syrup"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	254	"Peach, canned in light/medium syrup"	O			Cadmium	0.003	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	319
200301	254	"Peach, canned in light/medium syrup"	O	RAP	1	Calcium	50.5	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	254	"Peach, canned in light/medium syrup"	O	RAP	1	Copper	0.403	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	254	"Peach, canned in light/medium syrup"	O	RAP	1	Iron	1.44	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	254	"Peach, canned in light/medium syrup"	O	RAP	2	Lead	0.013	mg/kg	TR	0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	322
200301	254	"Peach, canned in light/medium syrup"	O	RAP	1	Magnesium	63.2	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
